# SPEKA A2 word source — American English headwords (NGSL / CEFR-J / high-frequency basis)
# Creative content (phonetic, exampleEN, tr) is original, authored for SPEKA. License-clean.
# Format (TAB-separated): headword <TAB> pos <TAB> phonetic <TAB> exampleEN <TAB> tr
# Lines starting with # are comments. Blank lines ignored.
# pos vocabulary: noun, verb, adjective, adverb, pronoun, preposition,
#                 conjunction, determiner, number, interjection, modal, auxiliary
# A2 level: words a learner meets AFTER A1 — more abstract nouns, useful verbs,
#           connectors, and everyday-but-less-basic vocabulary. No A1 headwords.
#
# ---- Connectors & function words ----
mention	verb	/ˈmɛnʃən/	She mentioned your name at dinner.	bahsetmek
answer	verb	/ˈænsər/	Please answer my question.	cevap vermek
repeat	verb	/rɪˈpit/	Could you repeat that, please?	tekrar etmek
report	verb	/rɪˈpɔrt/	He reported the accident to the police.	bildirmek / rapor etmek
accept	verb	/əkˈsɛpt/	She accepted the job offer.	kabul etmek
refuse	verb	/rɪˈfjuz/	He refused to answer the question.	reddetmek
allow	verb	/əˈlaʊ/	They don't allow dogs in the park.	izin vermek
offer	verb	/ˈɔfər/	They offered me a better price.	teklif etmek / sunmak
invite	verb	/ɪnˈvaɪt/	I want to invite you to dinner.	davet etmek
introduce	verb	/ˌɪntrəˈdus/	Let me introduce my brother.	tanıştırmak
order	verb	/ˈɔrdər/	I ordered a pizza online.	sipariş vermek
serve	verb	/sɜrv/	They serve breakfast until ten.	servis etmek / hizmet etmek
collect	verb	/kəˈlɛkt/	My daughter collects old coins.	toplamak / koleksiyon yapmak
hold	verb	/hoʊld/	Can you hold this bag for me?	tutmak
drop	verb	/drɑp/	Be careful not to drop your phone.	düşürmek
move	verb	/muv/	We will move to a new house soon.	taşınmak / hareket etmek
touch	verb	/tʌtʃ/	Please don't touch the paintings.	dokunmak
hear	verb	/hɪr/	I can hear music from next door.	duymak
smell	verb	/smɛl/	The flowers smell wonderful.	koklamak / kokmak
taste	verb	/teɪst/	This soup tastes delicious.	tatmak / tadı olmak
wear	verb	/wɛr/	She likes to wear bright colors.	giymek
become	verb	/bɪˈkʌm/	He wants to become a pilot.	-mek olmak
belong	verb	/bɪˈlɔŋ/	This book belongs to the library.	ait olmak
matter	verb	/ˈmætər/	It doesn't matter if we're late.	önemli olmak
care	verb	/kɛr/	I really care about my friends.	önemsemek / bakmak
expect	verb	/ɪkˈspɛkt/	We expect good weather tomorrow.	beklemek (ummak)
wish	verb	/wɪʃ/	I wish you a happy birthday.	dilemek
promise	verb	/ˈprɑməs/	I promise to call you tonight.	söz vermek
#
# ---- Abstract & everyday nouns ----
idea	noun	/aɪˈdiə/	That is a really good idea.	fikir
problem	noun	/ˈprɑbləm/	We solved the problem together.	sorun / problem
reason	noun	/ˈrizən/	There is no reason to worry.	sebep / neden
answer	noun	/ˈænsər/	I don't know the answer.	cevap
example	noun	/ɪɡˈzæmpəl/	Can you give me an example?	örnek
information	noun	/ˌɪnfərˈmeɪʃən/	I need more information about the trip.	bilgi
news	noun	/nuz/	I watch the news every evening.	haber
story	noun	/ˈstɔri/	She told us a funny story.	hikâye
fact	noun	/fækt/	That is an interesting fact.	gerçek / olgu
truth	noun	/truθ/	Please tell me the truth.	gerçek / hakikat
meaning	noun	/ˈminɪŋ/	What is the meaning of this word?	anlam
language	noun	/ˈlæŋɡwɪdʒ/	English is a global language.	dil
sentence	noun	/ˈsɛntəns/	Write a sentence with this word.	cümle
page	noun	/peɪdʒ/	Open your book to page ten.	sayfa
letter	noun	/ˈlɛtər/	I wrote a letter to my friend.	mektup / harf
list	noun	/lɪst/	I made a list of things to buy.	liste
plan	noun	/plæn/	Do you have a plan for the weekend?	plan
chance	noun	/tʃæns/	This is a great chance to learn.	şans / fırsat
choice	noun	/tʃɔɪs/	You made the right choice.	seçim
difference	noun	/ˈdɪfərəns/	There is a big difference between them.	fark
result	noun	/rɪˈzʌlt/	We are waiting for the test results.	sonuç
mistake	noun	/mɪˈsteɪk/	Everyone makes mistakes sometimes.	hata
trouble	noun	/ˈtrʌbəl/	He is in trouble with his boss.	sorun / başı belada
danger	noun	/ˈdeɪndʒər/	The sign warns of danger ahead.	tehlike
safety	noun	/ˈseɪfti/	Please wear a helmet for safety.	güvenlik
health	noun	/hɛlθ/	Good food is important for health.	sağlık
nature	noun	/ˈneɪtʃər/	We love spending time in nature.	doğa
season	noun	/ˈsizən/	Spring is my favorite season.	mevsim
moment	noun	/ˈmoʊmənt/	Please wait a moment.	an
future	noun	/ˈfjutʃər/	I have big plans for the future.	gelecek
past	noun	/pæst/	We should learn from the past.	geçmiş
present	noun	/ˈprɛzənt/	She gave me a lovely present.	hediye / şimdiki zaman
holiday	noun	/ˈhɑlədeɪ/	We are going on holiday next month.	tatil
trip	noun	/trɪp/	We took a short trip to the lake.	gezi / yolculuk
journey	noun	/ˈdʒɜrni/	The journey took three days.	yolculuk
distance	noun	/ˈdɪstəns/	The distance to the city is far.	mesafe
direction	noun	/dɪˈrɛkʃən/	He asked me for directions.	yön
view	noun	/vju/	The hotel has a beautiful view.	manzara / görüş
area	noun	/ˈɛriə/	This is a quiet area of the city.	bölge / alan
space	noun	/speɪs/	There isn't enough space in the car.	yer / boşluk / uzay
place	noun	/pleɪs/	This is my favorite place in town.	yer
ground	noun	/ɡraʊnd/	The keys fell on the ground.	yer / zemin
field	noun	/fild/	The cows are in the field.	tarla / alan
forest	noun	/ˈfɔrəst/	We went hiking in the forest.	orman
river	noun	/ˈrɪvər/	The river flows through the town.	nehir
mountain	noun	/ˈmaʊntən/	The mountain is covered with snow.	dağ
beach	noun	/bitʃ/	We spent the day at the beach.	plaj / kumsal
sky	noun	/skaɪ/	The sky is clear and blue today.	gökyüzü
sun	noun	/sʌn/	The sun is very strong at noon.	güneş
moon	noun	/mun/	The moon is bright tonight.	ay (gökyüzü)
star	noun	/stɑr/	We watched the stars from the roof.	yıldız
fire	noun	/ˈfaɪər/	They sat around the fire.	ateş / yangın
light	noun	/laɪt/	Please turn off the light.	ışık
sound	noun	/saʊnd/	I heard a strange sound outside.	ses
voice	noun	/vɔɪs/	She has a beautiful singing voice.	ses (insan)
color	noun	/ˈkʌlər/	Blue is my favorite color.	renk
shape	noun	/ʃeɪp/	The cake has a round shape.	şekil
size	noun	/saɪz/	What size of shoes do you wear?	beden / boyut
weight	noun	/weɪt/	The doctor checked my weight.	ağırlık / kilo
price	noun	/praɪs/	The price of gas is rising.	fiyat
cost	noun	/kɔst/	The cost of the trip was high.	maliyet
bill	noun	/bɪl/	Can I have the bill, please?	hesap / fatura
account	noun	/əˈkaʊnt/	I opened a new bank account.	hesap (banka)
business	noun	/ˈbɪznəs/	He runs a small business.	iş / ticaret
company	noun	/ˈkʌmpəni/	She works for a big company.	şirket
meeting	noun	/ˈmitɪŋ/	The meeting starts at nine.	toplantı
manager	noun	/ˈmænɪdʒər/	The manager will see you now.	yönetici / müdür
customer	noun	/ˈkʌstəmər/	The customer wanted a refund.	müşteri
service	noun	/ˈsɜrvəs/	The service at the hotel was great.	hizmet / servis
project	noun	/ˈprɑdʒɛkt/	We finished the project on time.	proje
event	noun	/ɪˈvɛnt/	The event was a great success.	etkinlik / olay
activity	noun	/ækˈtɪvəti/	Swimming is my favorite activity.	aktivite / etkinlik
hobby	noun	/ˈhɑbi/	Painting is her favorite hobby.	hobi
sport	noun	/spɔrt/	Soccer is a popular sport.	spor
team	noun	/tim/	Our team won the championship.	takım
member	noun	/ˈmɛmbər/	She is a member of the club.	üye
group	noun	/ɡrup/	We work in small groups.	grup
society	noun	/səˈsaɪəti/	Technology has changed society.	toplum
government	noun	/ˈɡʌvərmənt/	The government built a new road.	hükümet
law	noun	/lɔ/	Everyone must follow the law.	kanun / yasa
police	noun	/pəˈlis/	Call the police if you need help.	polis
doctor	noun	/ˈdɑktər/	The doctor gave me some medicine.	doktor
nurse	noun	/nɜrs/	The nurse checked my temperature.	hemşire
medicine	noun	/ˈmɛdəsən/	Take this medicine twice a day.	ilaç
illness	noun	/ˈɪlnəs/	He missed work because of illness.	hastalık
pain	noun	/peɪn/	I have a pain in my back.	ağrı / acı
body	noun	/ˈbɑdi/	Exercise is good for your body.	vücut / beden
face	noun	/feɪs/	She washed her face with cold water.	yüz
hair	noun	/hɛr/	She has long brown hair.	saç
arm	noun	/ɑrm/	He broke his arm playing soccer.	kol
leg	noun	/lɛɡ/	My legs are tired after the hike.	bacak
foot	noun	/fʊt/	My left foot hurts a little.	ayak
heart	noun	/hɑrt/	The runner has a strong heart.	kalp
mind	noun	/maɪnd/	I changed my mind about the trip.	akıl / fikir
feeling	noun	/ˈfilɪŋ/	I have a good feeling about this.	his / duygu
dream	noun	/drim/	Her dream is to become a singer.	hayal / rüya
fear	noun	/fɪr/	He has a fear of high places.	korku
joy	noun	/dʒɔɪ/	The good news filled her with joy.	sevinç / neşe
friendship	noun	/ˈfrɛndʃɪp/	Their friendship lasted a lifetime.	arkadaşlık / dostluk
marriage	noun	/ˈmærɪdʒ/	They have a happy marriage.	evlilik
husband	noun	/ˈhʌzbənd/	Her husband is a teacher.	koca / eş
wife	noun	/waɪf/	His wife works at the bank.	karı / eş
parent	noun	/ˈpɛrənt/	Every parent worries about their kids.	ebeveyn
son	noun	/sʌn/	Their son is studying medicine.	oğul
daughter	noun	/ˈdɔtər/	My daughter loves to read.	kız evlat
brother	noun	/ˈbrʌðər/	My brother lives in another city.	erkek kardeş
sister	noun	/ˈsɪstər/	My sister is a nurse.	kız kardeş
neighbor	noun	/ˈneɪbər/	Our neighbor is very friendly.	komşu
guest	noun	/ɡɛst/	We have guests coming for dinner.	misafir
stranger	noun	/ˈstreɪndʒər/	A stranger asked me for directions.	yabancı
#
# ---- Everyday objects, food, places ----
kitchen	noun	/ˈkɪtʃən/	She is cooking in the kitchen.	mutfak
bathroom	noun	/ˈbæθrum/	The bathroom is down the hall.	banyo
garden	noun	/ˈɡɑrdən/	We grow vegetables in the garden.	bahçe
wall	noun	/wɔl/	There is a painting on the wall.	duvar
floor	noun	/flɔr/	The office is on the fifth floor.	zemin / kat
roof	noun	/ruf/	The cat is sitting on the roof.	çatı
bridge	noun	/brɪdʒ/	We crossed the old stone bridge.	köprü
road	noun	/roʊd/	This road leads to the village.	yol
corner	noun	/ˈkɔrnər/	The shop is on the corner.	köşe
center	noun	/ˈsɛntər/	The hotel is in the city center.	merkez
market	noun	/ˈmɑrkət/	I buy fruit at the local market.	pazar / market
bank	noun	/bæŋk/	I need to go to the bank today.	banka
library	noun	/ˈlaɪbrɛri/	I borrowed three books from the library.	kütüphane
museum	noun	/mjuˈziəm/	The museum is free on Sundays.	müze
church	noun	/tʃɜrtʃ/	The old church is near the square.	kilise
hotel	noun	/hoʊˈtɛl/	We stayed at a small hotel.	otel
factory	noun	/ˈfæktəri/	He works at a car factory.	fabrika
farm	noun	/fɑrm/	My grandparents live on a farm.	çiftlik
village	noun	/ˈvɪlɪdʒ/	She grew up in a small village.	köy
apartment	noun	/əˈpɑrtmənt/	They rent a small apartment.	daire / apartman
furniture	noun	/ˈfɜrnɪtʃər/	We bought new furniture for the living room.	mobilya
desk	noun	/dɛsk/	My laptop is on the desk.	masa (çalışma)
shelf	noun	/ʃɛlf/	Put the books on the shelf.	raf
drawer	noun	/drɔr/	The forks are in the top drawer.	çekmece
mirror	noun	/ˈmɪrər/	She looked at herself in the mirror.	ayna
clock	noun	/klɑk/	The clock on the wall is slow.	saat (duvar)
lamp	noun	/læmp/	Turn on the lamp, please.	lamba
cup	noun	/kʌp/	She poured tea into the cup.	fincan / kupa
glass	noun	/ɡlæs/	Can I have a glass of water?	bardak / cam
plate	noun	/pleɪt/	He filled his plate with rice.	tabak
bottle	noun	/ˈbɑtəl/	I bought a bottle of juice.	şişe
box	noun	/bɑks/	The gift is in a small box.	kutu
basket	noun	/ˈbæskət/	She put the apples in the basket.	sepet
knife	noun	/naɪf/	Be careful with the sharp knife.	bıçak
spoon	noun	/spun/	Stir the soup with a spoon.	kaşık
fork	noun	/fɔrk/	Eat your salad with a fork.	çatal
towel	noun	/ˈtaʊəl/	Dry your hands with this towel.	havlu
soap	noun	/soʊp/	Wash your hands with soap.	sabun
brush	noun	/brʌʃ/	He cleaned his teeth with a brush.	fırça
camera	noun	/ˈkæmrə/	I forgot my camera at home.	kamera / fotoğraf makinesi
computer	noun	/kəmˈpjutər/	My computer is very slow today.	bilgisayar
internet	noun	/ˈɪntərnɛt/	The internet is down again.	internet
website	noun	/ˈwɛbsaɪt/	I found the recipe on a website.	web sitesi
message	noun	/ˈmɛsɪdʒ/	I sent you a message this morning.	mesaj
email	noun	/ˈimeɪl/	Please reply to my email soon.	e-posta
machine	noun	/məˈʃin/	The washing machine is broken.	makine
engine	noun	/ˈɛndʒən/	The car engine made a strange noise.	motor
wheel	noun	/wil/	The front wheel needs air.	tekerlek / direksiyon
gas	noun	/ɡæs/	We need to buy gas for the car.	benzin / gaz
bicycle	noun	/ˈbaɪsɪkəl/	She rides her bicycle to school.	bisiklet
flight	noun	/flaɪt/	Our flight was delayed by an hour.	uçuş
airplane	noun	/ˈɛrpleɪn/	The airplane landed safely.	uçak
boat	noun	/boʊt/	We took a boat across the lake.	tekne / kayık
ship	noun	/ʃɪp/	The ship sailed at dawn.	gemi
fruit	noun	/frut/	I eat fresh fruit every day.	meyve
vegetable	noun	/ˈvɛdʒtəbəl/	Eat more vegetables for good health.	sebze
meat	noun	/mit/	He doesn't eat meat anymore.	et
fish	noun	/fɪʃ/	We had fish for dinner.	balık
egg	noun	/ɛɡ/	I had two eggs for breakfast.	yumurta
milk	noun	/mɪlk/	Add some milk to your coffee.	süt
cheese	noun	/tʃiz/	I love bread with cheese.	peynir
sugar	noun	/ˈʃʊɡər/	I don't take sugar in my tea.	şeker
salt	noun	/sɔlt/	The soup needs more salt.	tuz
rice	noun	/raɪs/	We had rice with the chicken.	pirinç / pilav
soup	noun	/sup/	The soup is too hot to eat.	çorba
cake	noun	/keɪk/	She baked a chocolate cake.	pasta / kek
apple	noun	/ˈæpəl/	An apple a day keeps you healthy.	elma
orange	noun	/ˈɔrɪndʒ/	I drink orange juice every morning.	portakal
banana	noun	/bəˈnænə/	The monkey ate a banana.	muz
tea	noun	/ti/	I drink green tea in the afternoon.	çay
juice	noun	/dʒus/	Would you like some apple juice?	meyve suyu
breakfast	noun	/ˈbrɛkfəst/	I never skip breakfast.	kahvaltı
lunch	noun	/lʌntʃ/	Let's have lunch together.	öğle yemeği
dinner	noun	/ˈdɪnər/	We had dinner at a nice restaurant.	akşam yemeği
meal	noun	/mil/	Dinner is the biggest meal of the day.	öğün / yemek
menu	noun	/ˈmɛnju/	Can I see the menu, please?	menü
#
# ---- Adjectives ----
important	adjective	/ɪmˈpɔrtənt/	This is an important meeting.	önemli
interesting	adjective	/ˈɪntrəstɪŋ/	The book was very interesting.	ilginç
difficult	adjective	/ˈdɪfɪkəlt/	The exam was quite difficult.	zor
possible	adjective	/ˈpɑsəbəl/	Is it possible to change my seat?	mümkün
impossible	adjective	/ɪmˈpɑsəbəl/	It is impossible to finish today.	imkânsız
necessary	adjective	/ˈnɛsəsɛri/	A passport is necessary for travel.	gerekli
useful	adjective	/ˈjusfəl/	This app is really useful.	yararlı / kullanışlı
famous	adjective	/ˈfeɪməs/	She is a famous actress.	ünlü
popular	adjective	/ˈpɑpjələr/	This song is very popular now.	popüler
strong	adjective	/strɔŋ/	He is strong enough to lift it.	güçlü
weak	adjective	/wik/	I feel weak after the flu.	zayıf / güçsüz
heavy	adjective	/ˈhɛvi/	This suitcase is too heavy.	ağır
light	adjective	/laɪt/	The bag is light and easy to carry.	hafif
empty	adjective	/ˈɛmpti/	The bottle is almost empty.	boş
full	adjective	/fʊl/	The bus was full of people.	dolu
quiet	adjective	/ˈkwaɪət/	The library is very quiet.	sessiz
loud	adjective	/laʊd/	The music was too loud.	gürültülü / yüksek sesli
dark	adjective	/dɑrk/	It was dark when we got home.	karanlık
bright	adjective	/braɪt/	The room is bright and sunny.	parlak / aydınlık
clear	adjective	/klɪr/	The sky is clear today.	açık / net
dirty	adjective	/ˈdɜrti/	My shoes are dirty from the rain.	kirli
dry	adjective	/draɪ/	The towels are dry now.	kuru
wet	adjective	/wɛt/	My clothes got wet in the rain.	ıslak
fresh	adjective	/frɛʃ/	I like fresh bread in the morning.	taze
warm	adjective	/wɔrm/	It is warm and sunny today.	ılık / sıcak
cool	adjective	/kul/	The evening air is cool.	serin
deep	adjective	/dip/	The lake is very deep here.	derin
wide	adjective	/waɪd/	The river is very wide.	geniş
narrow	adjective	/ˈnæroʊ/	The street is too narrow for cars.	dar
flat	adjective	/flæt/	The land here is flat.	düz
round	adjective	/raʊnd/	The table has a round top.	yuvarlak
sharp	adjective	/ʃɑrp/	Be careful, the knife is sharp.	keskin
soft	adjective	/sɔft/	The pillow is very soft.	yumuşak
sweet	adjective	/swit/	This cake is too sweet for me.	tatlı
expensive	adjective	/ɪkˈspɛnsɪv/	That car is very expensive.	pahalı
cheap	adjective	/tʃip/	The tickets were quite cheap.	ucuz
rich	adjective	/rɪtʃ/	He became rich from his business.	zengin
poor	adjective	/pʊr/	The family was very poor.	fakir / zavallı
safe	adjective	/seɪf/	This neighborhood is safe at night.	güvenli
dangerous	adjective	/ˈdeɪndʒərəs/	Driving fast is dangerous.	tehlikeli
careful	adjective	/ˈkɛrfəl/	Be careful on the wet floor.	dikkatli
afraid	adjective	/əˈfreɪd/	She is afraid of the dark.	korkmuş / korkan
angry	adjective	/ˈæŋɡri/	He was angry about the delay.	kızgın / öfkeli
tired	adjective	/ˈtaɪərd/	I am tired after the long day.	yorgun
sick	adjective	/sɪk/	She stayed home because she was sick.	hasta
hungry	adjective	/ˈhʌŋɡri/	The children are hungry now.	aç
thirsty	adjective	/ˈθɜrsti/	I am thirsty after the run.	susamış
busy	adjective	/ˈbɪzi/	I am too busy to talk now.	meşgul
lonely	adjective	/ˈloʊnli/	He felt lonely in the new city.	yalnız
proud	adjective	/praʊd/	She is proud of her work.	gururlu
glad	adjective	/ɡlæd/	I am glad you could come.	memnun / sevinçli
surprised	adjective	/sərˈpraɪzd/	I was surprised by the gift.	şaşkın / şaşırmış
worried	adjective	/ˈwɜrid/	She looked worried about the test.	endişeli
serious	adjective	/ˈsɪriəs/	This is a serious problem.	ciddi
strange	adjective	/streɪndʒ/	I heard a strange noise.	tuhaf / garip
similar	adjective	/ˈsɪmələr/	Our cars are very similar.	benzer
real	adjective	/ril/	Is this a real diamond?	gerçek
true	adjective	/tru/	The story is completely true.	doğru / gerçek
false	adjective	/fɔls/	That information is false.	yanlış / sahte
common	adjective	/ˈkɑmən/	This is a common mistake.	yaygın / ortak
special	adjective	/ˈspɛʃəl/	Today is a special day for us.	özel
modern	adjective	/ˈmɑdərn/	They live in a modern house.	modern
ancient	adjective	/ˈeɪnʃənt/	We visited an ancient temple.	antik / kadim
local	adjective	/ˈloʊkəl/	We ate at a local restaurant.	yerel
foreign	adjective	/ˈfɔrən/	She speaks three foreign languages.	yabancı (ülke)
public	adjective	/ˈpʌblɪk/	The park is a public place.	halka açık / kamu
private	adjective	/ˈpraɪvət/	This is a private conversation.	özel / kişisel
main	adjective	/meɪn/	The main reason is the cost.	ana / asıl
whole	adjective	/hoʊl/	We spent the whole day at home.	bütün / tüm
several	determiner	/ˈsɛvrəl/	I called you several times.	birkaç
enough	determiner	/ɪˈnʌf/	We have enough food for everyone.	yeterli
both	determiner	/boʊθ/	Both answers are correct.	her ikisi
each	determiner	/itʃ/	Each student got a book.	her biri
